SalaryID,EmployeeID,BasicPay,Allowances,Deductions,NetPay,PaymentDate
4597,4597,57911.55,22710.27,12200.04,68421.78,2018-10-22
4598,4598,92061.62,11082.78,5062.17,98082.23,2019-04-12
4599,4599,77350.61,13080.66,19164.35,71266.92,2017-02-04
4600,4600,52148.32,19589.99,14056.34,57681.97,2024-01-03
4601,4601,76848.02,25251.81,14985.83,87114.0,2023-06-11
4602,4602,67637.0,13978.01,13464.93,68150.08,2018-12-30
4603,4603,66211.08,15327.12,13586.33,67951.87,2021-09-02
4604,4604,50104.43,12296.88,19152.56,43248.75,2019-01-25
4605,4605,40928.81,8755.09,9922.84,39761.06,2021-06-20
4606,4606,55589.44,19506.12,10198.79,64896.77,2022-01-04
4607,4607,55733.15,19458.07,10134.2,65057.02,2012-06-03
4608,4608,88257.48,21105.14,9505.62,99857.0,2012-03-15
4609,4609,47319.9,14788.89,6595.34,55513.45,2021-11-15
4610,4610,51876.01,17190.05,17966.89,51099.17,2010-01-19
4611,4611,68311.06,23782.38,18709.36,73384.08,2018-12-02
4612,4612,62921.5,27977.51,7439.11,83459.9,2021-06-08
4613,4613,69688.97,11025.97,7709.42,73005.52,2012-11-13
4614,4614,50341.04,14551.32,8735.64,56156.72,2012-09-07
4615,4615,20783.73,13327.34,7402.68,26708.39,2014-12-29
4616,4616,59406.3,10302.69,7696.25,62012.74,2013-11-14
4617,4617,75096.05,29128.51,19154.53,85070.03,2020-04-15
4618,4618,58404.05,12900.3,9770.51,61533.84,2015-12-12
4619,4619,58583.54,12853.11,14796.62,56640.03,2013-08-18
4620,4620,44105.48,12280.52,6857.61,49528.39,2023-01-06
4621,4621,67916.92,18419.42,18745.78,67590.56,2013-06-20
4622,4622,41445.33,11927.0,7744.7,45627.63,2014-05-23
4623,4623,35695.08,6376.68,9860.99,32210.77,2020-09-27
4624,4624,22518.31,14547.29,8230.79,28834.81,2024-06-06
4625,4625,56008.27,18283.34,19899.11,54392.5,2020-01-26
4626,4626,101696.1,11659.6,18711.51,94644.19,2022-08-29
4627,4627,37843.89,13466.08,9737.98,41571.99,2021-07-01
4628,4628,23360.04,6877.85,6655.4,23582.49,2020-03-28
4629,4629,92419.82,12791.89,16107.0,89104.71,2016-02-14
4630,4630,94464.01,16563.71,15597.65,95430.07,2021-11-06
4631,4631,31136.93,7113.87,7950.83,30299.97,2017-09-12
4632,4632,20255.15,6944.35,7594.06,19605.44,2011-10-10
4633,4633,87823.15,19993.74,10152.6,97664.29,2022-12-31
4634,4634,29697.65,7309.54,5336.81,31670.38,2019-05-23
4635,4635,54405.19,23810.57,8450.8,69764.96,2012-12-21
4636,4636,52469.88,22152.27,5976.82,68645.33,2022-09-19
4637,4637,88346.07,13058.5,15102.8,86301.77,2015-12-02
4638,4638,71940.09,21397.02,17807.58,75529.53,2012-06-28
4639,4639,75709.87,25072.65,10187.45,90595.07,2022-11-20
4640,4640,28476.91,14787.8,7644.46,35620.25,2015-08-19
4641,4641,88158.78,19618.81,10422.66,97354.93,2021-01-15
4642,4642,20906.91,7219.62,8956.67,19169.86,2015-06-09
4643,4643,53367.91,7057.89,9849.93,50575.87,2010-03-25
4644,4644,60835.37,15130.01,7457.65,68507.73,2016-11-05
4645,4645,32341.43,10185.12,5912.21,36614.34,2012-04-20
4646,4646,95214.21,10307.93,5679.6,99842.54,2023-05-15
4647,4647,87138.64,19710.17,18091.35,88757.46,2024-06-21
4648,4648,87354.65,15775.59,6453.68,96676.56,2020-11-28
4649,4649,52344.01,12781.0,9707.92,55417.09,2024-07-21
4650,4650,37904.67,6398.81,7017.43,37286.05,2021-12-12
4651,4651,61819.31,23260.23,13046.16,72033.38,2010-06-18
4652,4652,48505.97,14254.15,8887.63,53872.49,2019-12-10
4653,4653,52938.2,19033.96,18522.03,53450.13,2020-01-02
4654,4654,90764.2,15903.85,13159.51,93508.54,2018-10-01
4655,4655,54275.53,12504.31,6484.12,60295.72,2019-05-04
4656,4656,69283.24,10200.07,11794.56,67688.75,2021-05-28
4657,4657,64523.62,28052.51,16345.47,76230.66,2022-10-02
4658,4658,73658.51,14806.21,6438.44,82026.28,2014-02-21
4659,4659,69207.3,20835.54,17579.87,72462.97,2017-03-04
4660,4660,57227.54,25152.22,19008.06,63371.7,2014-12-21
4661,4661,81020.31,14102.03,16750.54,78371.8,2023-02-07
4662,4662,75227.43,28484.64,6939.65,96772.42,2024-03-12
4663,4663,52103.12,22924.31,13922.37,61105.06,2022-03-16
4664,4664,49887.57,14399.95,6836.8,57450.72,2015-03-03
4665,4665,68979.68,21296.86,17698.34,72578.2,2020-10-11
4666,4666,93113.13,17572.23,15177.27,95508.09,2014-02-19
4667,4667,52318.81,5743.15,9586.72,48475.24,2020-04-12
4668,4668,54419.93,23845.65,9654.87,68610.71,2019-03-22
4669,4669,53613.6,12384.74,18440.21,47558.13,2023-04-25
4670,4670,81733.41,22831.46,13915.28,90649.59,2022-08-15
4671,4671,50217.23,17218.43,10898.79,56536.87,2022-10-08
4672,4672,31144.09,13008.44,9660.41,34492.12,2018-05-13
4673,4673,69195.16,22930.92,14011.15,78114.93,2017-06-26
4674,4674,84771.97,16252.79,7850.7,93174.06,2014-07-20
4675,4675,30029.62,10849.44,5013.8,35865.26,2020-03-05
4676,4676,58838.06,9496.43,6565.65,61768.84,2015-09-29
4677,4677,55451.05,11990.8,6768.36,60673.49,2014-12-22
4678,4678,93192.66,17756.66,19975.31,90974.01,2011-03-07
4679,4679,74077.38,25883.6,18125.31,81835.67,2014-10-06
4680,4680,98044.19,12154.08,18343.67,91854.6,2014-11-30
4681,4681,66058.49,14586.75,9638.82,71006.42,2010-12-20
4682,4682,72854.57,25528.39,15991.89,82391.07,2016-12-25
4683,4683,59416.04,15010.5,9069.78,65356.76,2015-09-06
4684,4684,90297.72,11475.6,6711.19,95062.13,2011-04-07
4685,4685,77556.38,25780.67,7487.68,95849.37,2010-10-10
4686,4686,25274.43,12352.74,7775.14,29852.03,2020-08-25
4687,4687,34088.25,11580.72,5490.12,40178.85,2018-06-18
4688,4688,54559.84,25702.63,16463.38,63799.09,2015-12-22
4689,4689,24850.71,7014.13,6463.61,25401.23,2024-03-27
4690,4690,39825.84,11204.0,8210.54,42819.3,2010-03-31
4691,4691,58401.32,19160.34,6913.14,70648.52,2018-04-03
4692,4692,36207.51,9458.37,6028.32,39637.56,2015-07-28
4693,4693,77658.13,14894.63,10026.79,82525.97,2011-08-06
4694,4694,63413.91,18893.98,14590.68,67717.21,2024-08-28
4695,4695,52801.33,16470.6,12472.48,56799.45,2019-11-17
4696,4696,37863.37,11843.69,8534.29,41172.77,2023-08-19
4697,4697,95955.16,19330.17,18675.86,96609.47,2013-07-24
4698,4698,56854.13,23620.52,13168.32,67306.33,2017-05-27
4699,4699,35185.94,10763.15,5061.01,40888.08,2018-10-06
4700,4700,52895.25,12266.79,12817.79,52344.25,2013-04-09
4701,4701,82491.14,16124.54,16555.38,82060.3,2013-10-10
4702,4702,50888.36,12161.4,11170.8,51878.96,2023-06-06
4703,4703,36032.99,6112.91,6766.1,35379.8,2013-09-12
4704,4704,55196.98,10914.54,7266.27,58845.25,2012-11-13
4705,4705,74841.51,17012.72,19748.13,72106.1,2016-05-08
4706,4706,50092.75,7830.62,7121.66,50801.71,2014-10-03
4707,4707,77271.26,21500.11,14279.82,84491.55,2013-11-13
4708,4708,49660.69,10744.7,9308.29,51097.1,2016-10-15
4709,4709,54748.37,11032.8,6306.43,59474.74,2024-04-08
4710,4710,66078.99,12046.47,9220.65,68904.81,2023-12-16
4711,4711,48541.38,11483.32,7014.35,53010.35,2014-04-19
4712,4712,77742.18,14403.87,8291.72,83854.33,2013-03-03
4713,4713,28333.21,7194.82,8415.14,27112.89,2017-02-15
4714,4714,104727.68,12383.11,17179.26,99931.53,2021-05-01
4715,4715,27338.54,12131.58,9473.4,29996.72,2022-06-19
4716,4716,95251.1,15274.6,13564.95,96960.75,2012-11-17
4717,4717,93971.69,11266.73,19672.91,85565.51,2021-05-25
4718,4718,44130.95,11162.32,5903.58,49389.69,2015-05-12
4719,4719,47274.79,14389.51,5442.07,56222.23,2022-01-23
4720,4720,67941.38,22445.7,16441.01,73946.07,2012-10-19
4721,4721,23273.5,10478.31,6598.61,27153.2,2024-11-24
4722,4722,77350.28,29261.23,12039.54,94571.97,2012-08-16
4723,4723,53808.6,29665.55,5923.07,77551.08,2021-08-08
4724,4724,95457.6,18441.15,15296.6,98602.15,2016-12-31
4725,4725,89759.48,19333.18,19358.27,89734.39,2022-12-24
4726,4726,27649.99,11108.93,5460.06,33298.86,2012-04-11
4727,4727,76744.48,20433.98,5895.84,91282.62,2018-03-31
4728,4728,56234.24,18058.11,19949.25,54343.1,2023-07-10
4729,4729,42144.23,10550.25,5820.33,46874.15,2015-08-05
4730,4730,33268.05,5016.12,8424.36,29859.81,2012-09-13
4731,4731,62460.55,13408.97,15746.82,60122.7,2017-10-02
4732,4732,40240.55,7167.55,7427.09,39981.01,2021-03-20
4733,4733,66202.04,24190.89,9250.61,81142.32,2022-04-28
4734,4734,45327.23,9403.9,9550.44,45180.69,2010-05-14
4735,4735,60409.62,27908.63,14035.25,74283.0,2010-05-15
4736,4736,59359.82,13021.78,10313.08,62068.52,2013-09-08
4737,4737,71159.19,28344.43,15668.1,83835.52,2011-09-20
4738,4738,29114.41,13258.83,5050.4,37322.84,2013-12-21
4739,4739,28923.51,12113.57,8173.82,32863.26,2017-02-19
4740,4740,39925.37,6046.76,5973.76,39998.37,2019-06-05
4741,4741,78989.41,19907.32,13151.22,85745.51,2011-08-16
4742,4742,24738.6,12939.24,8669.61,29008.23,2015-02-06
4743,4743,83615.8,15236.88,18638.83,80213.85,2010-08-26
4744,4744,86032.0,20359.78,10643.79,95747.99,2010-06-05
4745,4745,80064.71,16963.7,7581.94,89446.47,2013-04-22
4746,4746,82300.04,27040.33,18877.01,90463.36,2014-01-06
4747,4747,86588.09,25507.56,13963.53,98132.12,2011-08-02
4748,4748,45804.51,11765.6,6627.8,50942.31,2024-05-23
4749,4749,61815.73,28357.9,17428.91,72744.72,2015-03-10
4750,4750,98744.34,11680.01,12443.61,97980.74,2020-03-25
4751,4751,84309.28,12745.98,7114.94,89940.32,2010-08-29
4752,4752,65263.53,20744.79,7471.9,78536.42,2016-11-10
4753,4753,80573.27,14179.42,6852.35,87900.34,2013-06-24
4754,4754,52530.02,24320.89,13032.62,63818.29,2023-04-23
4755,4755,51966.77,23209.35,12122.72,63053.4,2012-10-08
4756,4756,59226.95,27898.85,6371.36,80754.44,2023-10-05
4757,4757,72404.29,27379.0,15959.95,83823.34,2011-07-26
4758,4758,21235.95,9299.15,7506.77,23028.33,2011-06-05
4759,4759,54874.55,15097.07,11883.68,58087.94,2016-07-07
4760,4760,52631.52,16202.28,14108.76,54725.04,2019-12-19
4761,4761,60720.78,16678.78,17996.0,59403.56,2024-03-10
4762,4762,34080.59,12488.58,5609.25,40959.92,2014-05-29
4763,4763,30893.54,9378.97,5126.49,35146.02,2014-12-29
4764,4764,64200.42,28007.86,9658.35,82549.93,2012-09-02
4765,4765,62313.98,21145.32,6444.08,77015.22,2014-01-05
4766,4766,59815.87,7461.78,6811.82,60465.83,2011-08-05
4767,4767,51419.14,17675.16,7395.44,61698.86,2010-09-18
4768,4768,84083.51,19050.56,8582.12,94551.95,2013-02-09
4769,4769,23923.86,12458.95,7174.79,29208.02,2023-05-31
4770,4770,63751.95,23544.14,14575.55,72720.54,2022-04-17
4771,4771,80879.19,21342.38,17963.63,84257.94,2018-01-17
4772,4772,62983.59,21469.38,14524.04,69928.93,2017-03-10
4773,4773,54446.04,13188.75,13356.85,54277.94,2014-10-25
4774,4774,70456.2,29433.65,19780.12,80109.73,2020-03-01
4775,4775,43711.13,10498.83,8180.64,46029.32,2022-12-11
4776,4776,46941.91,8565.1,7702.99,47804.02,2020-03-25
4777,4777,77238.76,16712.98,9281.13,84670.61,2021-02-05
4778,4778,79053.9,22820.5,5195.58,96678.82,2012-04-19
4779,4779,31522.47,7519.16,9645.76,29395.87,2011-04-21
4780,4780,64430.04,17776.72,10553.28,71653.48,2019-01-15
4781,4781,66303.93,18237.83,8206.1,76335.66,2020-12-23
4782,4782,87170.61,14047.88,9984.46,91234.03,2013-03-21
4783,4783,42410.6,10173.09,6325.21,46258.48,2012-09-23
4784,4784,68855.91,16049.77,10313.22,74592.46,2015-02-03
4785,4785,72053.36,13133.46,10567.1,74619.72,2012-02-01
4786,4786,39323.16,8162.92,7535.64,39950.44,2012-07-27
4787,4787,45258.92,11812.27,5608.06,51463.13,2022-08-11
4788,4788,29734.41,7368.78,8300.61,28802.58,2015-01-21
4789,4789,59087.69,19385.9,5726.19,72747.4,2024-11-20
4790,4790,69592.53,21705.12,12043.17,79254.48,2017-07-19
4791,4791,36037.33,5521.04,6941.26,34617.11,2011-05-29
4792,4792,91162.45,13701.85,13528.11,91336.19,2019-06-19
4793,4793,27180.68,7444.68,9123.46,25501.9,2023-05-09
4794,4794,72964.95,17881.07,12724.11,78121.91,2024-01-31
4795,4795,24990.38,11930.52,6223.01,30697.89,2023-03-24
4796,4796,58032.75,12117.82,9116.96,61033.61,2012-11-24
4797,4797,53418.45,8878.93,6069.3,56228.08,2011-07-22
4798,4798,34303.0,7469.83,9986.02,31786.81,2011-03-22
4799,4799,21980.17,14133.91,9390.19,26723.89,2011-09-26
4800,4800,67820.9,28608.59,6960.28,89469.21,2022-12-21
4801,4801,60071.39,27539.24,9196.98,78413.65,2024-12-15
4802,4802,40131.27,5214.96,9861.5,35484.73,2012-02-13
4803,4803,55544.79,28031.93,12484.58,71092.14,2019-08-09
4804,4804,61387.79,10845.52,19135.27,53098.04,2010-09-26
4805,4805,54963.04,29787.19,6762.15,77988.08,2014-06-02
4806,4806,93040.79,14976.32,19798.08,88219.03,2015-09-06
4807,4807,72344.69,26069.72,18728.12,79686.29,2013-01-22
4808,4808,57502.0,14423.16,7834.28,64090.88,2017-08-16
4809,4809,61182.91,13441.19,19637.48,54986.62,2019-12-21
4810,4810,46723.18,12788.77,8007.73,51504.22,2023-01-26
4811,4811,58547.74,18861.57,10267.13,67142.18,2019-12-17
4812,4812,85996.71,13114.82,9649.23,89462.3,2024-10-10
4813,4813,73566.32,20654.55,18519.15,75701.72,2015-07-28
4814,4814,58406.61,12786.04,6743.99,64448.66,2016-12-25
4815,4815,23849.09,13002.2,5612.07,31239.22,2015-03-06
4816,4816,79399.59,28597.13,19451.03,88545.69,2018-11-03
4817,4817,30522.34,8209.71,9377.4,29354.65,2012-06-11
4818,4818,28401.58,12207.05,7691.91,32916.72,2019-11-05
4819,4819,87787.18,24644.14,13462.2,98969.12,2020-02-22
4820,4820,54893.3,16019.07,18726.11,52186.26,2012-06-15
4821,4821,80253.74,13840.14,12215.98,81877.9,2015-01-31
4822,4822,47166.72,14536.6,8175.13,53528.19,2020-10-25
4823,4823,32109.11,8095.79,9265.5,30939.4,2017-10-30
4824,4824,56194.44,13796.49,17499.31,52491.62,2012-03-20
4825,4825,33091.25,14381.56,9412.12,38060.69,2024-11-11
4826,4826,72433.83,24100.29,16707.91,79826.21,2013-03-27
4827,4827,58856.09,13417.24,7391.39,64881.94,2014-03-20
4828,4828,78144.9,26594.26,12969.12,91770.04,2018-08-11
4829,4829,55657.42,11062.54,12986.55,53733.41,2018-10-20
4830,4830,53893.31,28961.16,12318.08,70536.39,2011-07-13
4831,4831,89994.69,15450.97,14032.1,91413.56,2023-06-01
4832,4832,21424.02,9680.55,5314.85,25789.72,2021-03-02
4833,4833,25960.8,14133.46,9054.74,31039.52,2020-05-27
4834,4834,53489.54,12745.48,15420.7,50814.32,2010-08-18
4835,4835,35068.22,11543.69,6662.16,39949.75,2015-12-22
4836,4836,41203.09,5949.29,7923.4,39228.98,2015-10-31
4837,4837,60758.12,28074.02,19958.45,68873.69,2021-06-25
4838,4838,33127.21,13311.57,7517.4,38921.38,2015-09-26
4839,4839,43779.45,6554.41,6061.63,44272.23,2015-12-04
4840,4840,80257.97,10880.92,13454.35,77684.54,2012-12-13
4841,4841,100348.75,10712.24,15429.49,95631.5,2010-10-26
4842,4842,31438.05,9533.26,8818.17,32153.14,2020-12-24
4843,4843,63350.74,23862.93,9704.13,77509.54,2020-02-06
4844,4844,74945.2,23963.65,11159.69,87749.16,2023-12-08
4845,4845,69338.31,22209.29,8226.59,83321.01,2015-05-28
4846,4846,51237.05,21457.65,8047.22,64647.48,2023-03-28
4847,4847,57902.07,9019.34,8288.85,58632.56,2019-02-20
4848,4848,67797.36,21338.61,5881.58,83254.39,2018-11-06
4849,4849,33584.69,6546.59,9405.54,30725.74,2012-08-12
4850,4850,60392.11,22207.72,10333.34,72266.49,2021-05-30
4851,4851,48011.21,9930.56,8290.74,49651.03,2014-06-15
4852,4852,55045.1,26745.17,17412.1,64378.17,2010-07-17
4853,4853,48759.71,8926.77,7667.84,50018.64,2011-07-22
4854,4854,73099.8,22895.08,5007.29,90987.59,2018-09-20
4855,4855,29913.55,8840.42,7152.22,31601.75,2011-09-07
4856,4856,39229.18,13570.03,5876.93,46922.28,2013-05-02
4857,4857,82718.55,28172.71,14076.74,96814.52,2019-11-24
4858,4858,34746.97,13607.66,8719.41,39635.22,2013-11-18
4859,4859,58967.77,13756.19,9464.22,63259.74,2016-05-22
4860,4860,74675.88,12706.57,6105.87,81276.58,2018-08-10
4861,4861,78998.63,25608.54,18161.41,86445.76,2015-05-22
4862,4862,61779.28,15942.71,17994.96,59727.03,2018-10-16
4863,4863,34654.37,13216.26,9477.57,38393.06,2010-04-08
4864,4864,67995.98,19699.33,9895.64,77799.67,2013-02-17
4865,4865,73257.56,25781.6,12107.05,86932.11,2020-12-09
4866,4866,46246.28,8567.2,7152.79,47660.69,2021-12-16
4867,4867,102101.14,11716.64,17309.07,96508.71,2020-12-30
4868,4868,61901.05,28606.62,17145.57,73362.1,2020-10-26
4869,4869,51394.36,26008.54,18107.67,59295.23,2022-11-05
4870,4870,52702.24,11470.74,6639.04,57533.94,2022-06-05
4871,4871,57131.28,24263.76,10379.92,71015.12,2010-05-13
4872,4872,73324.8,17854.93,16113.94,75065.79,2012-07-11
4873,4873,54415.98,10838.83,8779.66,56475.15,2012-10-06
4874,4874,86080.97,14941.77,13550.52,87472.22,2012-06-23
4875,4875,51965.8,6693.84,9116.72,49542.92,2021-10-03
4876,4876,65644.93,24821.84,16315.56,74151.21,2012-03-13
4877,4877,68771.57,29241.36,17417.11,80595.82,2019-07-07
4878,4878,56060.38,12200.12,7336.17,60924.33,2011-12-10
4879,4879,69588.62,11840.81,16256.99,65172.44,2018-08-14
4880,4880,82741.48,19831.51,15787.88,86785.11,2016-03-17
4881,4881,81788.13,27862.59,14151.46,95499.26,2024-04-07
4882,4882,30921.62,11998.32,9527.6,33392.34,2019-08-18
4883,4883,55237.88,5206.99,6035.16,54409.71,2015-12-28
4884,4884,30439.76,8504.3,5092.47,33851.59,2010-03-12
4885,4885,91992.83,14286.48,17565.24,88714.07,2020-03-01
4886,4886,77633.76,16613.28,16354.18,77892.86,2016-07-27
4887,4887,46789.68,6332.71,6165.73,46956.66,2015-03-22
4888,4888,99185.89,13160.71,18581.32,93765.28,2011-05-13
4889,4889,52913.95,14515.94,9453.91,57975.98,2013-11-13
4890,4890,76971.96,15939.46,11337.66,81573.76,2018-01-19
4891,4891,74985.17,22744.94,13436.01,84294.1,2023-01-10
4892,4892,84230.0,12608.44,12233.98,84604.46,2016-10-19
4893,4893,50892.84,8161.69,8578.51,50476.02,2022-10-05
4894,4894,62337.82,17034.55,8696.24,70676.13,2011-05-14
4895,4895,87852.43,13249.25,12978.36,88123.32,2014-07-21
4896,4896,26095.91,14454.13,5664.76,34885.28,2013-05-17
4897,4897,77171.49,27141.06,14005.91,90306.64,2014-09-19
4898,4898,75109.38,26033.41,10025.05,91117.74,2016-04-04
4899,4899,50322.29,6777.92,8951.47,48148.74,2020-07-29
4900,4900,29201.66,6762.15,7994.79,27969.02,2011-09-17
4901,4901,43958.74,12786.24,9454.35,47290.63,2010-09-14
4902,4902,74775.76,24325.2,18294.0,80806.96,2024-01-16
4903,4903,50898.08,13739.04,10466.0,54171.12,2021-03-26
4904,4904,66773.08,25367.55,8473.4,83667.23,2018-01-18
4905,4905,77490.7,24313.57,19295.14,82509.13,2018-06-09
4906,4906,86478.21,26672.58,17035.1,96115.69,2011-12-08
4907,4907,56214.01,18356.26,5215.98,69354.29,2017-09-25
4908,4908,94028.63,23549.04,18138.43,99439.24,2019-10-16
4909,4909,54027.24,23013.45,7001.02,70039.67,2013-05-31
4910,4910,64322.61,16053.5,15863.2,64512.91,2018-02-09
4911,4911,84746.73,15299.67,10992.52,89053.88,2019-10-01
4912,4912,70504.82,23568.83,12931.6,81142.05,2024-08-17
4913,4913,76227.03,17926.72,7642.97,86510.78,2014-11-13
4914,4914,37266.31,12327.02,5871.88,43721.45,2011-11-28
4915,4915,64209.24,29471.28,5864.59,87815.93,2019-08-01
4916,4916,77280.57,26158.3,14800.59,88638.28,2021-03-26
4917,4917,43836.17,11158.84,5558.5,49436.51,2011-11-14
4918,4918,67660.95,15183.46,15495.55,67348.86,2022-06-11
4919,4919,51691.34,26316.44,8015.86,69991.92,2014-09-28
4920,4920,70895.14,26984.22,19421.28,78458.08,2018-09-02
4921,4921,57275.34,23720.02,11740.41,69254.95,2017-11-23
4922,4922,54864.52,20025.26,6382.41,68507.37,2022-03-09
4923,4923,50569.83,14212.22,6109.12,58672.93,2013-06-09
4924,4924,72656.25,21435.13,7272.44,86818.94,2014-05-18
4925,4925,27298.12,5154.07,5918.64,26533.55,2013-04-19
4926,4926,28013.5,7211.59,9793.77,25431.32,2024-06-11
4927,4927,61685.31,26886.64,10548.58,78023.37,2012-06-18
4928,4928,53307.32,11375.94,7194.82,57488.44,2011-10-02
4929,4929,27065.11,5353.62,6471.69,25947.04,2013-06-16
4930,4930,58727.53,13902.08,5871.82,66757.79,2016-11-30
4931,4931,73452.39,29155.44,6259.03,96348.8,2010-09-15
4932,4932,49432.07,7145.23,5322.6,51254.7,2012-11-22
4933,4933,69772.44,17648.64,16151.94,71269.14,2015-01-01
4934,4934,34345.31,11765.82,5480.71,40630.42,2013-04-11
4935,4935,55459.16,29386.34,14489.64,70355.86,2018-03-17
4936,4936,32529.9,11003.17,6050.66,37482.41,2010-09-11
4937,4937,67246.61,15908.08,6018.76,77135.93,2019-07-17
4938,4938,50174.14,27225.19,7918.38,69480.95,2011-05-04
4939,4939,71162.99,14454.84,18201.62,67416.21,2021-12-01
4940,4940,64180.65,25086.11,6247.2,83019.56,2014-03-27
4941,4941,85714.51,28092.9,16011.14,97796.27,2015-05-11
4942,4942,34703.28,9866.23,6951.96,37617.55,2019-05-16
4943,4943,75239.42,18542.09,19676.49,74105.02,2017-10-20
4944,4944,88165.29,25834.69,19553.7,94446.28,2024-07-30
4945,4945,94583.19,11810.79,17656.83,88737.15,2013-08-24
4946,4946,63503.26,11024.46,11105.47,63422.25,2017-03-20
4947,4947,53652.3,25088.55,5028.03,73712.82,2012-09-30
4948,4948,55183.44,7507.31,8576.5,54114.25,2011-12-29
4949,4949,55012.09,10257.14,8861.31,56407.92,2018-03-20
4950,4950,80252.83,20819.64,7585.27,93487.2,2022-03-10
4951,4951,68656.46,28045.43,12948.48,83753.41,2016-03-01
4952,4952,99159.28,15464.07,15465.47,99157.88,2018-10-04
4953,4953,52153.59,14143.83,8528.81,57768.61,2020-04-18
4954,4954,30046.31,6824.23,5527.96,31342.58,2024-07-04
4955,4955,29773.4,13542.8,8619.13,34697.07,2018-02-18
4956,4956,85698.05,17689.04,9577.52,93809.57,2023-09-04
4957,4957,51625.62,13012.35,9586.32,55051.65,2011-10-20
4958,4958,58252.67,7703.08,9393.47,56562.28,2017-02-18
4959,4959,72549.81,27358.68,9392.67,90515.82,2019-10-29
4960,4960,48290.56,10725.5,6546.2,52469.86,2014-10-26
4961,4961,30058.54,7382.91,9140.77,28300.68,2012-04-29
4962,4962,52133.27,21173.98,11144.01,62163.24,2024-01-08
4963,4963,66705.1,12975.39,15024.17,64656.32,2012-05-26
4964,4964,25836.36,11835.18,6954.88,30716.66,2010-07-05
4965,4965,59443.01,6163.84,8339.97,57266.88,2010-04-13
4966,4966,83034.21,24914.8,9304.07,98644.94,2011-07-04
4967,4967,42870.18,14702.84,5537.95,52035.07,2014-01-22
4968,4968,56863.36,28545.3,10132.06,75276.6,2018-07-18
4969,4969,77083.33,19902.11,13771.73,83213.71,2015-12-22
4970,4970,88553.84,17886.69,15468.1,90972.43,2020-09-29
4971,4971,41663.23,7737.27,6780.42,42620.08,2011-05-11
4972,4972,46358.79,5499.06,5222.91,46634.94,2012-07-27
4973,4973,30576.99,8979.93,5994.79,33562.13,2013-10-16
4974,4974,65066.01,15890.84,6305.14,74651.71,2014-12-10
4975,4975,50430.8,10409.81,7699.59,53141.02,2016-02-12
4976,4976,64055.12,17884.75,5028.6,76911.27,2024-03-13
4977,4977,48425.4,7976.68,9588.18,46813.9,2017-04-19
4978,4978,44654.34,10714.99,6683.06,48686.27,2017-10-03
4979,4979,87538.72,29059.45,18840.12,97758.05,2020-11-22
4980,4980,75564.81,28519.14,12298.07,91785.88,2010-05-22
4981,4981,45360.5,11782.4,6792.52,50350.38,2024-06-12
4982,4982,79673.36,25390.41,11633.6,93430.17,2024-05-04
4983,4983,56904.16,11326.02,7481.3,60748.88,2021-08-23
4984,4984,75008.52,28515.88,12824.34,90700.06,2010-09-16
4985,4985,24585.3,10619.09,6976.63,28227.76,2011-07-29
4986,4986,79983.06,26893.96,18365.41,88511.61,2018-02-26
4987,4987,50691.43,24276.9,6863.78,68104.55,2019-11-13
4988,4988,57847.54,6339.09,8036.69,56149.94,2022-05-14
4989,4989,51472.37,5942.64,5932.39,51482.62,2017-01-23
4990,4990,77000.89,15363.9,12681.81,79682.98,2021-02-16
4991,4991,40707.79,9119.05,9706.53,40120.31,2016-01-14
4992,4992,39568.61,8403.46,8895.33,39076.74,2014-01-09
4993,4993,69263.0,17306.55,13672.03,72897.52,2016-12-03
4994,4994,31480.33,11121.22,7179.76,35421.79,2016-11-10
4995,4995,89894.29,12198.15,7871.95,94220.49,2017-06-12
4996,4996,59687.91,11116.3,7687.12,63117.09,2015-09-11
4997,4997,69533.06,10464.08,7568.26,72428.88,2021-01-14
4998,4998,42724.86,5451.27,7264.78,40911.35,2010-01-06
4999,4999,71565.69,20797.18,17666.42,74696.45,2021-05-16
5000,5000,31463.91,11937.48,9438.89,33962.5,2015-05-26
5001,5001,52369.05,22025.95,14825.64,59569.36,2021-07-03
5002,5002,50398.79,14513.46,6732.77,58179.48,2022-11-02
5003,5003,57682.52,10027.01,7172.23,60537.3,2011-09-25
5004,5004,58679.48,10843.43,12130.96,57391.95,2012-11-20
5005,5005,85731.51,20900.73,17855.94,88776.3,2015-07-12
5006,5006,45709.76,6754.52,8605.95,43858.33,2010-08-26
5007,5007,51894.15,14248.68,18228.64,47914.19,2022-06-07
5008,5008,57883.85,5503.15,5673.97,57713.03,2016-06-05
5009,5009,43952.9,14337.6,6645.8,51644.7,2020-05-09
5010,5010,56061.13,22536.28,11648.43,66948.98,2022-05-08
5011,5011,100168.98,10424.35,17007.47,93585.86,2012-12-05
5012,5012,22610.21,5751.1,7234.79,21126.52,2022-09-27
5013,5013,21141.29,12389.48,7229.14,26301.63,2012-09-19
5014,5014,34340.1,6787.33,9685.64,31441.79,2016-02-23
5015,5015,51070.67,10532.31,7119.69,54483.29,2018-08-26
5016,5016,82906.36,22084.51,12983.96,92006.91,2016-09-06
5017,5017,62884.61,19230.13,13697.04,68417.7,2010-06-16
5018,5018,22124.71,13255.03,9880.08,25499.66,2011-01-20
5019,5019,89031.93,24685.06,16823.34,96893.65,2022-08-18
